Wavelength,Absorption
195,0.521311475409836
196,0.5730327868852454
197,0.6121770491803281
198,0.6356426229508191
199,0.651134426229508
200,0.6622698612862548
201,0.6495283732660783
202,0.6257517564402804
203,0.6006557377049178
204,0.5644426229508208
205,0.5327868852459016
206,0.5045245901639346
207,0.4754754098360654
208,0.4474566744730673
209,0.4180196721311479
210,0.39614008941877793
211,0.37982712369597604
212,0.3644292101341277
213,0.3514932935916538
214,0.342087431693989
215,0.3373472429210134
216,0.3298181818181818
217,0.326407494145199
218,0.3242719382835101
219,0.32021215043394413
220,0.3159463487332342
221,0.3084172876304025
222,0.3004945355191255
223,0.2900546448087428
224,0.2754721311475411
225,0.26295081967213085
226,0.24914754098360678
227,0.23534426229508218
228,0.21888524590163957
229,0.20126047358834245
230,0.18346311475409804
231,0.16532786885245862
232,0.1474535519125681
233,0.1265761124121778
234,0.10700819672131108
235,0.09077283372365325
236,0.07905573770491806
237,0.06924590163934422
238,0.06014605067064074
239,0.051362146050670666
240,0.04619437939110076
241,0.041434426229508256
242,0.037120901639344346
243,0.033608283002588515
244,0.03142881794650564
245,0.029200819672131145
246,0.026612704918032776
247,0.024389071038251338
248,0.023468852459016358
249,0.023414880201765402
250,0.02447667087011347
251,0.023973770491803246
252,0.023283606557377014
253,0.023971896955503457
254,0.02594379391100701
255,0.027901639344262312
256,0.02928196721311479
257,0.030662295081967265
258,0.03155439642324894
259,0.03218181818181825
260,0.03281030444964879
261,0.033467603434816626
262,0.03412490241998446
263,0.03510581222056638
264,0.03636065573770496
265,0.037615499254843546
266,0.03937704918032788
267,0.04117747683535281
268,0.042766177739430526
269,0.04349266609145819
270,0.04421915444348584
271,0.04556065573770499
272,0.04694098360655745
273,0.04716939890710383
274,0.046512099921935994
275,0.046
276,0.047380327868852455
277,0.04876065573770492
278,0.0491803278688525
279,0.0491803278688525
280,0.04912568306010934
281,0.04846838407494149
282,0.04781108508977364
283,0.0467665886026542
284,0.045451990632318535
285,0.04420527441197441
286,0.04360513186029938
287,0.043004989308624356
288,0.04156686798964613
289,0.03866091458153572
290,0.035832614322691934
291,0.03365314926660914
292,0.03147368421052634
293,0.028213114754098385
294,0.024762295081967242
295,0.0213114754098361
296,0.019706443004193695
297,0.01810141059855129
298,0.01649637819290889
299,0.014891345787266485
300,0.01328631338162408
