Wavelength,Absorption
195,0.46168032786885177
196,0.4984959016393439
197,0.5376955503512878
198,0.5705807962529275
199,0.5883606557377051
200,0.5970081967213113
201,0.5866557377049177
202,0.5608852459016395
203,0.5319081967213115
204,0.4944524590163934
205,0.46010928961748604
206,0.4338770491803277
207,0.4078907103825135
208,0.36726229508196784
209,0.3300196721311479
210,0.3057377049180328
211,0.28273224043715856
212,0.2626921675774136
213,0.24929508196721303
214,0.23550521609537975
215,0.22065573770491767
216,0.20685245901639332
217,0.19813583138173294
218,0.190227782571182
219,0.18223641069887844
220,0.17424503882657488
221,0.16963934426229516
222,0.16524739195230997
223,0.16003278688524578
224,0.15313114754098361
225,0.14622950819672142
226,0.1384704205274413
227,0.1306685673556665
228,0.12306557377049189
229,0.11616393442622971
230,0.10902603664416628
231,0.09928254580520758
232,0.08942622950819683
233,0.07792349726775948
234,0.06847868852459005
235,0.06019672131147527
236,0.05309836065573764
237,0.04619672131147543
238,0.03974664679582717
239,0.033472429210134186
240,0.027500000000000035
241,0.024049180327868885
242,0.020598360655737735
243,0.017568306010928996
244,0.014692622950819715
245,0.011816939890710436
246,0.0114754098360656
247,0.0114754098360656
248,0.0112209211553474
249,0.010563622170179556
250,0.009906323185011712
251,0.010396423248882286
252,0.011023845007451597
253,0.011271786022433141
254,0.010545297670405528
255,0.009851678376268554
256,0.010508977361436397
257,0.01116627634660424
258,0.011823575331772088
259,0.012480874316939939
260,0.013178902352102728
261,0.01497933000712766
262,0.016779757662152592
263,0.017633099141295835
264,0.016318501170960203
265,0.015003903200624572
266,0.016431147540983588
267,0.018501639344262185
268,0.01994485842026823
269,0.02057228017883755
270,0.021199701937406876
271,0.0213114754098361
272,0.0213114754098361
273,0.0213114754098361
274,0.0213114754098361
275,0.0213114754098361
276,0.02179842137219187
277,0.022309653916211276
278,0.022820886460230685
279,0.022307377049180323
280,0.021444672131147594
281,0.0213114754098361
282,0.0213114754098361
283,0.020990163934426286
284,0.01960983606557379
285,0.018229508196721297
286,0.0180327868852459
287,0.0180327868852459
288,0.017576751117734695
289,0.016321907600596142
290,0.01506706408345759
291,0.013812220566318985
292,0.012557377049180366
293,0.011175150992234699
294,0.008995685936151859
295,0.00681622088006902
296,0.0065573770491803
297,0.0065573770491803
298,0.006186885245901609
299,0.004806557377049157
300,0.003426229508196706
